"year","month","days","CO2_flux","net_radiation","air_temp","water_vapor","wind_speed"
1992,4,114,0.785714285714286,-1.46939648377478,0.296036453795457,-0.388288671828682,-0.85349507377016
1992,4,115,0.517647058823529,-0.343620789735109,0.0067114413807159,-0.0336021590763704,0.309780549505256
1992,4,116,0.075,-0.211740043249459,-0.733660827474883,-0.422505553228372,1.11025813657951
1992,4,117,18.4,-0.425018282786789,-0.267436437431322,-0.320792357834772,-1.09032963180228
1992,4,119,-0.26,-0.380933976815437,-0.100322240480643,-0.69483443121769,-0.237725222886646
1992,4,120,0.0928571428571429,3.40699252000081,0.037283770850528,-0.676554179511005,-0.67586915524607
1992,5,121,0.820833333333333,1.34141536620421,0.0608235922932257,-0.602144180576747,0.0297004655579564
1992,5,122,0.611764705882353,0.118111892089024,0.199042358587379,-0.305738032899856,-0.526106125902229
1992,5,123,1.23846153846154,1.87904608486125,0.582107306264437,0.466664638760845,0.685929553438624
1992,5,124,2.50454545454545,1.57269098654634,0.331759017473709,-0.226834420740976,1.87010234359923
1992,5,125,1.75714285714286,-0.876357605826827,-0.25260820345167,-0.447347946573353,0.330677716390443
1992,5,128,-0.788888888888889,-0.0726159603614719,-0.0736808467638685,-0.830452025075823,0.0280557811271781
1992,5,129,-0.388888888888889,0.560755781294842,-0.148069153895123,-0.599683377462386,0.626720913930594
1992,5,130,1.84444444444444,-0.122278835915619,0.425701122039748,0.242458132785704,-0.136412661950683
1992,5,131,-0.582352941176471,1.63441032460041,0.654530816479986,0.114625040282804,0.024185935407699
1992,5,132,0.0333333333333333,0.931332189294769,0.145282741668994,-0.349853270804372,0.849458176841755
1992,5,133,0.722222222222222,1.10840803911797,-0.150952421613389,-0.874199635997802,-0.24825120324363
1992,5,134,1.36666666666667,-0.58012972972303,0.828205295509637,1.01350977528558,-0.840337598323931
1992,5,135,0.852941176470588,2.16241353174096,0.658804836862356,0.191054689952379,0.922764111470745
1992,5,138,3.7625,-0.902598264143108,0.787407057296177,0.114769793407179,0.478699315160519
1992,5,139,3.28,-1.45855034500405,0.353273436956914,-0.0530569789922621,0.472778451209716
1992,5,142,3.53333333333333,-1.88224950795094,1.32066742178941,-0.169863100153945,0.922764111470745
1992,5,143,0.175,-0.628602056890605,1.12993926222614,-0.131310518028951,0.981972750978775
1992,5,144,0.672727272727273,-0.921523344989395,1.13194444386657,0.00313881576478869,-0.465947615172145
1992,5,145,-2.80555555555556,0.368907412715808,0.422241200777829,0.25011396469705,0.653035864823052
1992,5,146,-2.00952380952381,0.622275546903013,-0.214054795104575,-0.330166845889481,-0.171185989915717
1992,5,147,-1.47727272727273,0.357589472209695,-0.0758826148396349,-0.386115495052363,-0.864260280953439
1992,5,148,-1.3,0.566878601568641,0.376108917285578,-0.303918279336294,-0.7350777947541
1992,5,149,-1.45833333333333,1.10466631561732,-0.0857905711805843,-0.0189338424731188,-0.616660515738039
1992,5,150,-2.68571428571429,1.47830413375414,0.494734789122794,-0.225172579676733,-0.599743761592888
